tt0001654,13,12,Mid000152
tt0364733,10,7,Mid000153
tt2583532,13,18,Mid000154
tt8272296,11,10,Mid000155
tt13939774,6,8,Mid000156
tt8272296,26,10,Mid000157
tt12758560,17,15,Mid000158
tt5684550,4,12,Mid000159
tt6389802,6,18,Mid000160
tt5684550,14,12,Mid000161
tt0243559,17,17,Mid000162
tt13169660,17,4,Mid000163
tt0318983,6,15,Mid000164
tt2935640,13,13,Mid000165
tt0275671,22,8,Mid000166
tt8162946,11,5,Mid000167
tt0275671,20,8,Mid000168
tt8162946,25,5,Mid000169
tt7836398,11,10,Mid000170
tt6455386,6,4,Mid000171
tt7836398,26,10,Mid000172
tt2325539,22,15,Mid000173
tt2325539,6,15,Mid000174
tt0376353,22,17,Mid000175
tt8938864,6,15,Mid000176
tt2302945,4,19,Mid000177
tt2302945,6,19,Mid000178
tt2302945,14,19,Mid000179
tt0256097,6,5,Mid000180
tt13860146,16,5,Mid000181
tt1649387,6,18,Mid000182
tt13905948,1,4,Mid000183
tt11047044,10,3,Mid000184
tt5255710,22,17,Mid000185
tt1394232,17,8,Mid000186
tt5255710,6,17,Mid000187
tt0315901,3,15,Mid000188
tt5255710,13,17,Mid000189
tt0216172,17,18,Mid000190
tt12764146,22,18,Mid000191
tt3643020,22,17,Mid000192
tt12764146,6,18,Mid000193
tt8870488,22,7,Mid000194
tt8870488,6,7,Mid000195
tt11248292,6,4,Mid000196
tt5802866,6,17,Mid000197
tt0045120,6,18,Mid000198
tt6517874,10,5,Mid000199
tt0001253,22,13,Mid000200
tt0362014,17,7,Mid000201
tt0406622,22,5,Mid000202
tt0406622,10,5,Mid000203
tt2409642,6,18,Mid000204
tt2409642,25,18,Mid000205
tt7316286,11,4,Mid000206
tt7316286,3,4,Mid000207
tt7316286,15,4,Mid000208
tt12124186,6,7,Mid000209
tt12768760,11,5,Mid000210
tt0243358,22,17,Mid000211
tt0243358,20,17,Mid000212
tt12764146,13,18,Mid000213
tt6517874,6,5,Mid000214
tt6517874,13,5,Mid000215
tt0233635,6,9,Mid000216
tt2555958,22,15,Mid000217
tt12768760,24,5,Mid000218
tt3678938,10,17,Mid000219
tt11248292,13,4,Mid000220
tt3678938,6,17,Mid000221
tt11248292,20,4,Mid000222
tt0369446,6,17,Mid000223
tt0353621,17,5,Mid000224
tt4525930,22,17,Mid000225
tt2321321,10,19,Mid000226
tt2894526,22,17,Mid000227
tt0000512,20,17,Mid000228
tt0829307,6,17,Mid000229
tt6000734,6,18,Mid000230
tt0829307,15,17,Mid000231
tt0000746,11,10,Mid000232
tt0000746,26,10,Mid000233
tt0001956,6,5,Mid000234
tt0922378,17,8,Mid000235
tt0254213,6,7,Mid000236
tt0288109,17,5,Mid000237
tt1102314,22,5,Mid000238
tt1395054,22,17,Mid000239
tt1787988,3,15,Mid000240
tt1102314,3,5,Mid000241
tt2287973,22,7,Mid000242
tt0001563,6,18,Mid000243
tt2569364,24,4,Mid000244
tt2555958,6,15,Mid000245
tt2569364,26,4,Mid000246
tt0151150,22,7,Mid000247
tt0151150,2,7,Mid000248
tt2022439,22,18,Mid000249
tt2022439,6,18,Mid000250
tt2555958,15,15,Mid000251
tt2022439,13,18,Mid000252
tt0090109,6,15,Mid000253
tt10336980,20,20,Mid000254
tt0090109,2,15,Mid000255
tt8096120,24,4,Mid000256
tt0090109,13,15,Mid000257
tt8096120,11,4,Mid000258
tt1956697,22,15,Mid000259
tt0155095,6,18,Mid000260
tt0234310,17,7,Mid000261
tt0060310,6,17,Mid000262
tt12346080,24,10,Mid000263
tt0060310,25,17,Mid000264
tt12346080,11,10,Mid000265
tt0060310,13,17,Mid000266
tt5721784,10,5,Mid000267
tt5721784,6,5,Mid000268
tt0378343,13,17,Mid000269
tt5721784,13,5,Mid000270
tt14282702,6,8,Mid000271
tt0226847,6,17,Mid000272
tt6363436,22,5,Mid000273
tt0226847,13,17,Mid000274
tt6363436,9,5,Mid000275
tt0266460,17,17,Mid000276
tt0206054,6,17,Mid000277
tt0206054,13,17,Mid000278
tt12987136,20,7,Mid000279
tt5472714,10,4,Mid000280
tt3720174,20,17,Mid000281
tt5472714,13,4,Mid000282
tt0213220,22,13,Mid000283
tt0835768,17,8,Mid000284
tt0213220,6,13,Mid000285
tt5818294,17,15,Mid000286
tt0213220,9,13,Mid000287
tt0048769,6,18,Mid000288
tt6867928,14,4,Mid000289
tt0236554,6,2,Mid000290
tt12223246,6,17,Mid000291
tt0236554,13,2,Mid000292
tt14463012,6,20,Mid000293
tt0236554,20,2,Mid000294
tt13118874,6,19,Mid000295
tt1309636,6,5,Mid000296
tt7262178,10,17,Mid000297
tt1309636,13,5,Mid000298
tt7262178,13,17,Mid000299
tt14449202,6,8,Mid000300
tt0238490,17,19,Mid000301
tt8490266,6,19,Mid000302
tt2063684,10,18,Mid000303
tt2063684,6,18,Mid000304
tt1601813,17,7,Mid000305
tt0150519,3,17,Mid000306
tt0150519,6,17,Mid000307
tt0150519,13,17,Mid000308
tt4820566,20,17,Mid000309
tt0318296,17,15,Mid000310
tt12717866,24,4,Mid000311
tt12701012,6,7,Mid000312
tt3466016,13,7,Mid000313
tt4654666,22,17,Mid000314
tt1319563,7,17,Mid000315
tt0398130,17,17,Mid000316
tt0104323,22,17,Mid000317
tt0104323,3,17,Mid000318
tt0104323,25,17,Mid000319
tt2707908,6,17,Mid000320
tt3509698,6,17,Mid000321
tt1575647,2,7,Mid000322
tt1575647,13,7,Mid000323
tt0000698,6,18,Mid000324
tt0357879,22,17,Mid000325
tt0352144,17,5,Mid000326
tt0357879,3,17,Mid000327
tt0357879,6,17,Mid000328
tt3159556,20,8,Mid000329
tt1827428,6,3,Mid000330
tt0351354,6,17,Mid000331
tt13364756,6,15,Mid000332
tt0351354,13,17,Mid000333
tt10375084,10,20,Mid000334
tt0377508,10,17,Mid000335
tt5795324,22,7,Mid000336
tt5795324,6,7,Mid000337
tt0246905,10,17,Mid000338
tt5795324,13,7,Mid000339
tt0246905,6,17,Mid000340
tt9275246,2,11,Mid000341
tt1582519,22,7,Mid000342
tt1582519,10,7,Mid000343
tt10731684,13,15,Mid000344
tt1582519,27,7,Mid000345
tt2061666,6,17,Mid000346
tt6682124,22,8,Mid000347
tt7476982,6,19,Mid000348
tt6682124,20,8,Mid000349
tt12916388,6,15,Mid000350
tt0001483,22,17,Mid000351
tt11026692,3,15,Mid000352
tt11026692,20,15,Mid000353
tt4920168,6,2,Mid000354
tt4920168,13,2,Mid000355
tt0366231,6,8,Mid000356
tt3678938,13,17,Mid000357
tt1553422,11,4,Mid000358
tt14296028,6,5,Mid000359
tt0366231,2,8,Mid000360
tt4428638,13,17,Mid000361
tt0001825,4,19,Mid000362
tt0158869,17,17,Mid000363
tt1979209,10,17,Mid000364
tt0277241,17,5,Mid000365
tt1553422,27,4,Mid000366
tt1979209,6,17,Mid000367
tt0240647,6,5,Mid000368
tt2708644,10,17,Mid000369
tt13702004,6,8,Mid000370
tt1395054,3,17,Mid000371
tt1787988,6,15,Mid000372
tt2708644,13,17,Mid000373
tt1787988,15,15,Mid000374
tt5502766,10,17,Mid000375
tt10369938,17,15,Mid000376
tt5502766,6,17,Mid000377
tt0246202,22,7,Mid000378
tt0246202,6,7,Mid000379
tt0353151,17,5,Mid000380
tt8395662,8,4,Mid000381
tt11423054,27,4,Mid000382
tt5940402,17,17,Mid000383
tt5502766,27,17,Mid000384
tt0275328,17,5,Mid000385
tt1553422,9,4,Mid000386
tt3322726,2,15,Mid000387
tt1395054,6,17,Mid000388
tt1080568,6,13,Mid000389
tt11924374,6,8,Mid000390
tt0000728,6,20,Mid000391
tt0253174,6,19,Mid000392
tt0253174,27,19,Mid000393
tt0259429,27,17,Mid000394
tt1080568,15,13,Mid000395
tt10956590,17,15,Mid000396
tt2640640,22,7,Mid000397
tt0253174,14,19,Mid000398
tt0275034,17,15,Mid000399
tt1623650,22,17,Mid000400
tt6882630,6,7,Mid000401
tt0088684,6,9,Mid000402
tt0371686,25,7,Mid000403
tt14129556,22,5,Mid000404
tt14129556,6,5,Mid000405
tt7838228,10,8,Mid000406
tt4614322,6,4,Mid000407
tt0349634,25,4,Mid000408
tt5678218,6,2,Mid000409
tt0403693,17,7,Mid000410
tt4723718,10,20,Mid000411
tt4723718,6,20,Mid000412
tt1623650,3,17,Mid000413
tt5917052,2,13,Mid000414
tt0464849,13,7,Mid000415
tt13276010,6,8,Mid000416
tt14129556,2,5,Mid000417
tt4723718,2,20,Mid000418
tt4302144,8,17,Mid000419
tt1594524,6,18,Mid000420
tt4302144,7,17,Mid000421
tt0178219,17,17,Mid000422
tt4302144,20,17,Mid000423
tt1080568,20,13,Mid000424
tt0234195,10,17,Mid000425
tt0234195,25,17,Mid000426
tt0371894,6,4,Mid000427
tt0371894,2,4,Mid000428
tt0371894,13,4,Mid000429
tt0000930,6,17,Mid000430
tt0139107,6,17,Mid000431
tt0213743,6,20,Mid000432
tt1309636,17,20,Mid000433
tt14091054,13,8,Mid000434
tt3618424,22,17,Mid000435
tt0257933,17,5,Mid000436
tt6852476,6,18,Mid000437
tt7065000,6,15,Mid000438
tt13116026,2,17,Mid000439
tt13116026,13,17,Mid000440
tt12189470,22,8,Mid000441
tt0355931,17,5,Mid000442
tt0057332,22,3,Mid000443
tt0277382,17,5,Mid000444
tt0057332,3,3,Mid000445
tt0057332,6,3,Mid000446
tt7627646,6,17,Mid000447
tt4633934,17,13,Mid000448
tt0001884,6,10,Mid000449
tt0325527,22,17,Mid000450
tt9082402,2,19,Mid000451
tt0325527,8,17,Mid000452
tt0325527,27,17,Mid000453
tt6571684,6,18,Mid000454
tt2780192,20,5,Mid000455
tt10706640,10,18,Mid000456
tt0320606,22,15,Mid000457
tt8220504,22,17,Mid000458
tt0320606,6,15,Mid000459
tt0320606,13,15,Mid000460
tt0002164,20,4,Mid000461
tt2137516,6,17,Mid000462
tt0488414,22,17,Mid000463
tt0488414,3,17,Mid000464
tt0488414,6,17,Mid000465
tt5538244,6,18,Mid000466
tt2652130,22,17,Mid000467
tt12428242,13,5,Mid000468
tt0118931,22,17,Mid000469
tt8220504,3,17,Mid000470
tt0118931,8,17,Mid000471
tt0118931,10,17,Mid000472
tt9558612,4,17,Mid000473
tt9558612,6,17,Mid000474
tt8220504,6,17,Mid000475
tt0245868,17,7,Mid000476
tt0398202,17,4,Mid000477
tt3095678,22,17,Mid000478
tt0384917,6,17,Mid000479
tt0384917,13,17,Mid000480
tt0233182,10,7,Mid000481
tt5465472,6,18,Mid000482
tt2644862,13,15,Mid000483
tt1877691,10,17,Mid000484
tt2943914,8,15,Mid000485
tt1877691,6,17,Mid000486
tt2943914,2,15,Mid000487
tt1877691,13,17,Mid000488
tt2943914,15,15,Mid000489
tt13654664,6,15,Mid000490
tt2210713,10,18,Mid000491
tt3720146,20,17,Mid000492
tt1630546,3,17,Mid000493
tt0392950,13,17,Mid000494
tt0363525,17,7,Mid000495
tt5947578,13,2,Mid000496
tt1579815,17,7,Mid000497
tt1411976,10,15,Mid000498
tt0000987,6,18,Mid000499
tt0139306,17,17,Mid000500
tt0186801,6,17,Mid000501
tt10515954,6,5,Mid000502
tt0366840,22,7,Mid000503
tt1623650,6,17,Mid000504
tt0155931,6,5,Mid000505
tt10174182,6,15,Mid000506
tt14085060,6,8,Mid000507
tt0244408,17,18,Mid000508
tt7950324,11,4,Mid000509
tt7950324,22,4,Mid000510
tt7950324,8,4,Mid000511
tt0465026,17,17,Mid000512
tt0373742,22,17,Mid000513
tt1087867,6,13,Mid000514
tt0235513,17,17,Mid000515
tt1087867,20,13,Mid000516
tt4802296,22,17,Mid000517
tt0377575,22,5,Mid000518
tt4802296,6,17,Mid000519
tt0377575,10,5,Mid000520
tt1579701,22,7,Mid000521
tt6758130,6,15,Mid000522
tt1579701,6,7,Mid000523
tt1579701,20,7,Mid000524
tt3341638,6,19,Mid000525
tt3341638,2,19,Mid000526
tt0156690,4,7,Mid000527
tt0156690,6,7,Mid000528
tt0460541,10,5,Mid000529
tt0156690,2,7,Mid000530
tt0460541,6,5,Mid000531
tt13612828,6,15,Mid000532
tt6253340,11,10,Mid000533
tt6253340,25,10,Mid000534
tt4505006,8,17,Mid000535
tt4505006,6,17,Mid000536
tt2006229,22,17,Mid000537
tt4505006,15,17,Mid000538
tt11836428,7,17,Mid000539
tt0062640,6,17,Mid000540
tt0062640,13,17,Mid000541
tt10515954,25,5,Mid000542
tt5159256,11,4,Mid000543
tt7264034,6,18,Mid000544
tt0478868,6,17,Mid000545
tt5159256,6,4,Mid000546
tt12697758,10,8,Mid000547
tt14223338,17,13,Mid000548
tt10084608,6,15,Mid000549
tt0369275,25,8,Mid000550
tt0366840,13,7,Mid000551
tt0366840,16,7,Mid000552
tt0320132,17,15,Mid000553
tt0330019,22,17,Mid000554
tt1630546,6,17,Mid000555
tt7264034,14,18,Mid000556
tt0478868,13,17,Mid000557
tt1058526,6,10,Mid000558
tt5159256,20,4,Mid000559
tt2325541,10,15,Mid000560
tt0186837,17,17,Mid000561
tt4443628,6,4,Mid000562
tt0279505,6,5,Mid000563
tt0087886,6,17,Mid000564
tt0330019,6,17,Mid000565
tt5258390,6,17,Mid000566
tt1630546,15,17,Mid000567
tt9683802,10,17,Mid000568
tt0246290,22,7,Mid000569
tt2959044,22,17,Mid000570
tt2959044,10,17,Mid000571
tt1754137,6,4,Mid000572
tt5258390,2,17,Mid000573
tt1199490,10,17,Mid000574
tt0246290,3,7,Mid000575
tt2959044,15,17,Mid000576
tt3451586,6,19,Mid000577
tt2408912,22,18,Mid000578
tt1199490,3,17,Mid000579
tt0280600,6,8,Mid000580
tt2408912,3,18,Mid000581
tt0002336,6,17,Mid000582
tt0156640,17,17,Mid000583
tt1199490,6,17,Mid000584
tt1740678,6,18,Mid000585
tt10375166,6,8,Mid000586
tt11191344,22,7,Mid000587
tt0474877,13,17,Mid000588
tt11012266,22,17,Mid000589
tt11012266,3,17,Mid000590
tt0002122,4,17,Mid000591
tt11191344,3,7,Mid000592
tt2408912,20,18,Mid000593
tt11012266,6,17,Mid000594
tt0371637,13,17,Mid000595
tt2761622,22,17,Mid000596
tt9138070,22,13,Mid000597
tt11191344,6,7,Mid000598
tt14230572,17,13,Mid000599
tt0371637,6,17,Mid000600
tt1707210,22,13,Mid000601
tt1707210,10,13,Mid000602
tt1707210,6,13,Mid000603
tt9138070,3,13,Mid000604
tt0357610,6,17,Mid000605
tt1790823,6,5,Mid000606
tt0254510,17,5,Mid000607
tt0154145,25,7,Mid000608
tt0154145,13,7,Mid000609
tt0246290,20,7,Mid000610
tt0200087,22,17,Mid000611
tt5241978,13,3,Mid000612
tt0200087,6,17,Mid000613
tt0358029,22,17,Mid000614
tt0358029,3,17,Mid000615
tt0358029,6,17,Mid000616
tt0357610,2,17,Mid000617
tt0000058,22,15,Mid000618
tt0000058,6,15,Mid000619
tt0000058,20,15,Mid000620
tt0353179,6,5,Mid000621
tt0401318,17,2,Mid000622
tt9138070,25,13,Mid000623
tt0095198,22,17,Mid000624
tt0095198,6,17,Mid000625
tt0095198,13,17,Mid000626
tt2761622,20,17,Mid000627
tt0317762,17,4,Mid000628
tt0402305,17,15,Mid000629
tt12443990,6,4,Mid000630
tt11646430,6,20,Mid000631
tt8231066,6,7,Mid000632
tt0476888,22,17,Mid000633
tt0266593,17,20,Mid000634
tt6749538,7,15,Mid000635
tt13776374,6,15,Mid000636
tt0255643,10,5,Mid000637
tt10189790,22,15,Mid000638
tt0255643,6,5,Mid000639
tt0234719,17,5,Mid000640
tt0255643,13,5,Mid000641
tt0247997,6,15,Mid000642
tt11536856,6,9,Mid000643
tt10923898,2,15,Mid000644
tt11536856,25,9,Mid000645
tt13654642,6,15,Mid000646
tt2952802,6,17,Mid000647
tt5565682,6,4,Mid000648
tt2582746,22,18,Mid000649
tt0263058,17,8,Mid000650
tt6264452,7,15,Mid000651
tt12779058,6,15,Mid000652
tt0234441,17,7,Mid000653
tt2262126,10,15,Mid000654
tt0052572,6,18,Mid000655
tt1620697,22,3,Mid000656
tt0002347,22,7,Mid000657
tt0002347,8,7,Mid000658
tt0002347,27,7,Mid000659
tt0317853,17,5,Mid000660
tt0154818,6,17,Mid000661
tt0269965,17,15,Mid000662
tt0441048,22,17,Mid000663
tt0441048,3,17,Mid000664
tt0441048,20,17,Mid000665
tt9900180,15,8,Mid000666
tt7915052,13,7,Mid000667
tt0299108,25,17,Mid000668
tt0299108,13,17,Mid000669
tt0158860,6,18,Mid000670
tt0312540,17,5,Mid000671
tt1620697,10,3,Mid000672
tt8458170,6,17,Mid000673
tt1620697,6,3,Mid000674
tt6149862,6,5,Mid000675
tt6149862,27,5,Mid000676
tt0259429,8,17,Mid000677
tt1534092,22,7,Mid000678
tt0259429,6,17,Mid000679
tt7943424,7,15,Mid000680
tt5050570,22,4,Mid000681
tt0320321,22,15,Mid000682
tt5050570,8,4,Mid000683
tt0320321,3,15,Mid000684
tt5050570,6,4,Mid000685
tt0320321,20,15,Mid000686
tt6113366,17,15,Mid000687
tt4471676,25,19,Mid000688
tt0156255,17,17,Mid000689
tt0001888,10,19,Mid000690
tt0094621,20,15,Mid000691
tt0001888,6,19,Mid000692
tt0000321,11,2,Mid000693
tt0001888,7,19,Mid000694
tt0000321,15,2,Mid000695
tt6450418,17,17,Mid000696
tt0001120,11,5,Mid000697
tt0001120,25,5,Mid000698
tt0001120,13,5,Mid000699
tt2544722,6,15,Mid000700
tt2417560,10,17,Mid000701
tt3877170,22,17,Mid000702
tt0255610,17,5,Mid000703
tt11012230,13,8,Mid000704
tt10545928,6,7,Mid000705
tt0430912,6,7,Mid000706
tt0430912,15,7,Mid000707
tt6246170,12,13,Mid000708
tt0430912,20,7,Mid000709
tt0246742,17,13,Mid000710
tt4961370,17,17,Mid000711
tt0944185,22,7,Mid000712
tt0944185,6,7,Mid000713
tt1591083,6,18,Mid000714
tt1303222,6,7,Mid000715
tt1303222,2,7,Mid000716
tt1303222,27,7,Mid000717
tt0212995,17,17,Mid000718
tt6543208,12,17,Mid000719
tt8622232,25,17,Mid000720
tt8622232,13,17,Mid000721
tt0109922,22,17,Mid000722
tt0109922,10,17,Mid000723
tt0109922,6,17,Mid000724
tt9099520,17,8,Mid000725
tt3475492,22,17,Mid000726
tt4203820,6,17,Mid000727
tt3350676,11,10,Mid000728
tt4203820,13,17,Mid000729
tt11368252,6,17,Mid000730
tt3704850,24,2,Mid000731
tt2780170,10,5,Mid000732
tt6280858,6,15,Mid000733
tt0945506,17,4,Mid000734
tt6280858,20,15,Mid000735
tt11652014,10,16,Mid000736
tt13801614,6,15,Mid000737
tt4815542,17,17,Mid000738
tt0404147,17,17,Mid000739
tt0387590,8,2,Mid000740
tt0263199,6,15,Mid000741
tt0387590,6,2,Mid000742
tt0387590,13,2,Mid000743
tt14253150,6,8,Mid000744
tt0253495,17,5,Mid000745
tt8774830,6,7,Mid000746
tt8669106,6,7,Mid000747
tt0805184,22,4,Mid000748
tt0805184,10,4,Mid000749
tt0805184,3,4,Mid000750
tt0154645,22,7,Mid000751
tt0154645,2,7,Mid000752
tt0154645,6,7,Mid000753
tt0000067,2,17,Mid000754
tt0259709,3,5,Mid000755
tt0259709,6,5,Mid000756
tt0259709,15,5,Mid000757
tt0214724,6,5,Mid000758
tt2204243,22,17,Mid000759
tt2204243,10,17,Mid000760
tt2204243,3,17,Mid000761
tt9612136,15,7,Mid000762
tt9612136,20,7,Mid000763
tt6926486,10,2,Mid000764
tt6926486,6,2,Mid000765
tt0246186,22,7,Mid000766
tt0246186,6,7,Mid000767
tt5880798,22,18,Mid000768
tt5880798,6,18,Mid000769
tt5880798,13,18,Mid000770
tt4649296,6,17,Mid000771
tt0243294,22,17,Mid000772
tt8411144,22,7,Mid000773
tt8411144,20,7,Mid000774
tt4208620,11,10,Mid000775
tt4208620,6,10,Mid000776
tt0305209,22,7,Mid000777
tt6571514,6,18,Mid000778
tt3681396,22,17,Mid000779
tt11848936,22,13,Mid000780
tt0259708,6,15,Mid000781
tt0252235,10,7,Mid000782
tt12867856,6,4,Mid000783
tt12867856,15,4,Mid000784
tt12867856,20,4,Mid000785
tt11423030,8,4,Mid000786
tt8395662,27,4,Mid000787
tt0317352,6,15,Mid000788
tt6123210,6,8,Mid000789
tt6123210,13,8,Mid000790
tt10976066,6,5,Mid000791
tt10976066,25,5,Mid000792
tt10976066,13,5,Mid000793
tt0255043,13,5,Mid000794
tt0399417,17,17,Mid000795
tt8490658,6,19,Mid000796
tt9293916,6,18,Mid000797
tt6685952,22,18,Mid000798
tt6685952,6,18,Mid000799
tt6685952,13,18,Mid000800
tt0317607,22,13,Mid000801
tt2606360,20,17,Mid000802
tt9372660,6,20,Mid000803
tt1440210,17,7,Mid000804
tt3106212,6,15,Mid000805
tt3106212,13,15,Mid000806
tt10078478,6,7,Mid000807
tt0215083,17,7,Mid000808
tt10337582,20,15,Mid000809
tt0378618,17,17,Mid000810
tt0000352,6,15,Mid000811
tt0000352,2,15,Mid000812
tt1655607,22,15,Mid000813
tt1655607,3,15,Mid000814
tt1655607,20,15,Mid000815
tt10801290,20,15,Mid000816
tt3678782,22,17,Mid000817
tt3678782,3,17,Mid000818
tt3678782,6,17,Mid000819
tt11622418,2,15,Mid000820
tt3463312,10,5,Mid000821
tt7176012,10,19,Mid000822
tt0108109,10,17,Mid000823
tt0108109,6,17,Mid000824
tt0108109,13,17,Mid000825
tt0332421,17,5,Mid000826
tt3687602,22,17,Mid000827
tt3687602,6,17,Mid000828
tt2190256,10,17,Mid000829
tt0215546,6,18,Mid000830
tt6464654,11,5,Mid000831
tt6464654,13,5,Mid000832
tt0378134,22,17,Mid000833
tt0378134,10,17,Mid000834
tt0318532,22,17,Mid000835
tt6656262,10,8,Mid000836
tt6656262,2,8,Mid000837
tt6656262,18,8,Mid000838
tt0157025,22,17,Mid000839
tt0157025,6,17,Mid000840
tt0157025,16,17,Mid000841
tt13230878,6,8,Mid000842
tt5791986,6,9,Mid000843
tt0059610,6,4,Mid000844
tt14111332,6,19,Mid000845
tt6867928,14,4,Mid000846
tt11502856,6,17,Mid000847
tt0000451,6,17,Mid000848
tt6710768,6,4,Mid000849
tt13547284,6,17,Mid000850
tt2588984,22,17,Mid000851
tt0432921,22,17,Mid000852
tt0150260,6,18,Mid000853
tt1579534,13,7,Mid000854
tt3813994,6,4,Mid000855
tt0215608,17,8,Mid000856
tt14350590,17,13,Mid000857
tt0002042,6,18,Mid000858
tt0358267,13,17,Mid000859
tt12881054,6,15,Mid000860
tt4879104,20,17,Mid000861
tt2036455,6,4,Mid000862
tt2036455,15,4,Mid000863
tt2036455,13,4,Mid000864
tt8220504,6,17,Mid000865
tt8220504,2,17,Mid000866
tt8176324,6,17,Mid000867
tt12625756,27,5,Mid000868
tt12625756,15,5,Mid000869
tt12625756,20,5,Mid000870
tt0000462,10,17,Mid000871
tt0374271,22,17,Mid000872
tt0374271,6,17,Mid000873
tt0374271,13,17,Mid000874
tt0000232,6,17,Mid000875
